path	outcome	solver_names	models	engines	relations	ms	detail
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/MediaVest/MainDivisionData_Q3_Q4_&_1.11.14-1.17.14.xlsx	ok	0	0			2	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/2011.12.31 - 2014.02.14.xlsx	ok	0	0			68	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/2011.12.31 - 2012.06.29.xlsx	ok	0	0			1741	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/2012.06.30 - 2012.12.28.xlsx	ok	0	0			1231	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/2012.12.29 - 2013.06.28.xlsx	ok	0	0			1130	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/2013.06.29 - 2013.11.29.xlsx	ok	0	0			31	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/2013.11.30- 2014.02.14.xlsx	ok	0	0			30	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Display/Display 2011.12.31 - 2014.02.14.xlsx	ok	0	0			1537	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/2011.12.31 - 2012.06.29.xlsx	ok	0	0			1192	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/2012.06.30 - 2012.12.28.xlsx	ok	0	0			37	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/2012.12.29 - 2013.06.28.xlsx	ok	0	0			1318	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/2013.06.29 - 2013.11.29.xlsx	ok	0	0			36	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/2013.11.30- 2014.02.14.xlsx	ok	0	0			36	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.1 Data Files/Omniture Backfill Data/Paid Search/Paid 2011.12.31 - 2014.02.14.xlsx	ok	0	0			1438	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/25% View Through Digital Sales Channel by Division Dashboard_11 05 2014_Ver 4.xlsx	ok	0	0			5880	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Comcast Funnel v.2.2.xlsx	ok	0	0			3917	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Comcast Marketing Funnels.xlsx	ok	0	0			2734	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 3.0.xlsx	ok	6	3	grgNonlinear,grgNonlinear,grgNonlinear		12995	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 3.1.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		11005	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 3.2.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		10413	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 3.3.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		10851	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.0.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		18943	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.1.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		12456	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.2.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		44146	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.3.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		13478	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.4.xlsx	ok	10	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		13423	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.5.xlsx	ok	33	25	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		12948	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.1ß.xlsx	transientFailure	0	0			3876284	Error Domain=NSCocoaErrorDomain Code=256 "The file “Digital Media 4.6.1ß.xlsx” couldn’t be opened." UserInfo={NSFilePath=/Users/jpurnell/Documents/Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.1ß.xlsx, NSURL=file:///Users/jpurnell/Documents/Career/CNBCU/Projects/2.%20xfinity.com/1.%20Dashboard/1.%20Marketing%20Funnels/1.2%20Dashboard%20Data%20Versions/Digital%20Media%204.6.1%C3%9F.xlsx, NSUnderlyingError=0x7648920e10 {Error Domain=NSPOSIXErrorDomain Code=4 "Interrupted system call"}}
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.2ß.xlsx	ok	38	30	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		8541788	
Academic/Law.edu/Law School.xlsx	ok	0	0			4	
Academic/MIT Micromasters/MITx SC2x/Week 1 Practice Problems/CTL.xlsx	ok	35	1	simplexLP	1,2,3	9	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/CTL.SC2x_W2GA_Data_Uniform.xlsx	ok	0	0			2	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/CTL.SC2x_W2PP_Data_Temp.xlsx	ok	0	0			1	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/Practice Problems - Week 2.xlsx	ok	181	5	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,simplexLP	1,3,5	119	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/W2L1_Worksheet.xlsx	ok	129	3	grgNonlinear,simplexLP,simplexLP	1,3,5	90	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/W2L2_Worksheet_Final-2.xlsx	ok	56	1	simplexLP	1,2,3,5	2533	
Academic/MIT Micromasters/MITx SC2x/Week 2 Practice Problems/W2PP2_2016_Uniform.xlsx	ok	114	3	grgNonlinear,simplexLP,simplexLP	1,2,5	1453	
Books/Books%20Everyone%20Should%20Read.xlsx	ok	0	0			1635	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.0 Data and Analytics/Analytics Update/ComScore Labels.xlsx	ok	0	0			1677	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.0 Data and Analytics/Schema and APIs/BBC Universal Analytics Schema.xlsx	ok	0	0			2300	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1 Research/1.2.1.1.1 Canadian Behavior/Autobills Can Launch thru April.xlsx	ok	0	0			31248	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1 Research/New US last 6 mos/April Joins.xlsx	ok	0	0			3423	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1 Research/New US last 6 mos/Feb Joins.xlsx	ok	0	0			2888	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1 Research/New US last 6 mos/Mar Joins.xlsx	ok	0	0			3146	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Amazon Reporting thru 05-17-18.xlsx	ok	0	0			19588	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Blended Conv % 5.18.xlsx	ok	0	0			1559	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Board Deck Data.xlsx	ok	0	0			1391	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/BritBox - Daily Numbers - US copy.xlsx	ok	0	0			13036	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/BritBox Data for Baseline Eval (BW7) 5.24.xlsx	ok	0	0			1605	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Editorial/Viewing by Genre.xlsx	ok	0	0			1452	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Marketing/DirectAgents April Review.xlsx	ok	0	0			1439	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Monthly Churn Calc.xlsx	ok	0	0			1460	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Paid from Free Trial, all Platforms, by country.xlsx	ok	0	0			1372	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Potential Time Spent Data.xlsx	ok	0	0			7911	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Spending Growth.xlsx	ok	0	0			1434	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Subs Model F1 18-19.xlsx	ok	0	0			2991	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.2 Data/Transaction Data/Canada Analytics 5.3.xlsx	ok	0	0			46385	
Career/Balance Agent/Projects/1.0 Britbox/1.2.0 General Management/1.2.1 Board Deck/1.2.1.1.3 Supporting Decks/Operations/Cancellation Reasons.xlsx	ok	0	0			12123	
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/BritBox_Issues_Cleaned.xlsx	ok	0	0			4761	
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/1.2 Issue Logs/ReportViewer.xlsx	ok	0	0			3309	
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/1.0 Research/Contact Center Scorecard.xlsx	ok	0	0			1314	
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/2.0 Deck/Customer Service Deck.xlsx	ok	0	0			1255	
Career/Balance Agent/Projects/1.0 Britbox/1.5.0 Customer Service/Contact Center Model.xlsx	ok	0	0			2030	
Career/Balance Agent/Projects/2.0 NBCU OTS/Article Page/Article Page Requirements.xlsx	ok	0	0			1257	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/Archive/NBCU Retailer-Brand Feeds_08092018.xlsx	ok	0	0			1635	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/BRAVO/Bravo_Content_Audit.xlsx	ok	0	0			3888	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.0.1 Status Documents/Content Commerce Documentation/KWI Documentation/KWI - Initial Content/GOLF/Golf_Content_Audit.xlsx	ok	0	0			3009	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/1.5 JIRA Best Practices/QA Plan.xlsx	ok	0	0			1532	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/1.0 Project Management/Content Commerce User Permissions.xlsx	ok	0	0			1489	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/2.0 Retailer Onboarding/2.2 KWI Vendor Feed Adapters/2.1.1 Shopify Integration/0.0 Specs/Product Feed Fields.xlsx	ok	0	0			1528	
Career/Balance Agent/Projects/3.0 NBCU Content Commerce/3.0 CMS Development/3.0.0 Requirements/KWI SOW Review.xlsx	ok	0	0			1628	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.1ß.xlsx	ok	33	25	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		14600	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.3ß.xlsx	ok	46	36	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		18870	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6.4ß.xlsx	ok	46	36	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		21187	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Media 4.6ß.xlsx	ok	33	25	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		16553	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Digital Sales Channel by Division Dashboard_11 05  2014.xlsx	ok	0	0			56	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Display 2.0.xlsx	ok	0	0			7042	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Display 2.1.xlsx	ok	2	1	grgNonlinear		13136	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Display 2.2.xlsx	ok	2	1	grgNonlinear		4088	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Impaqt Data v2.0.xlsx	ok	0	0			2140	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Impaqt Data.xlsx	ok	8	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		3273	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/MediaVest Data v2.0.xlsx	ok	0	0			4384	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/MediaVest Data.xlsx	ok	8	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		3100	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Omniture Data.xlsx	ok	8	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		5551	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Paid Search 2.0.xlsx	ok	0	0			4023	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Paid Search 2.1.xlsx	ok	4	2	grgNonlinear,grgNonlinear		7439	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Paid Search 2.2.xlsx	ok	4	2	grgNonlinear,grgNonlinear		7613	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Paid Search and Display Trend data..xlsx	ok	0	0			1538	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Reportbuilder Test - 5.0.xlsx	ok	0	0			2	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Reportbuilder Test - 5.0a.xlsx	ok	2	1	grgNonlinear		132	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Tableau Test/tableau fake data set.xlsx	ok	0	0			4365	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/ChartMaker Template 2.0.xlsx	ok	2	1	grgNonlinear		911	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Comcast Funnel v.2.1.xlsx	ok	0	0			7377	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Comcast Funnel v.2.xlsx	ok	0	0			6320	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Daily Test Revsited.xlsx	ok	0	0			81	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Omniture Anomaly Test 1.0.xlsx	ok	0	0			1449	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Omniture Anomaly Test 2.0.xlsx	ok	0	0			1789	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Report Builder Download Test.xlsx	ok	4	3	grgNonlinear,grgNonlinear,grgNonlinear		6944	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Sample Doc.xlsx	ok	0	0			1	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/1. Marketing Funnels/1.2 Dashboard Data Versions/Test Docs/Sample Flat for SPSS.xlsx	ok	8	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		743	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/2. Acquisition Weekly/AOV to Orders.xlsx	ok	0	0			1643	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/2. Acquisition Weekly/Display ROI Charts.xlsx	ok	0	0			2224	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/2. Acquisition Weekly/Paid Search ROI Charts.xlsx	ok	2	1	grgNonlinear		5060	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/2. Acquisition Weekly/book3.xlsx	ok	0	0			14	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/3. Landing Page Tests/Landing Page Test Results Template.xlsx	ok	4	2	grgNonlinear,grgNonlinear		9	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/3. Landing Page Tests/Statistical Significance Calculator.xlsx	ok	0	0			18	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/3. Landing Page Tests/West HSD and Choice Sale/West Landing Page Test Results - 2014.03.11.xlsx	ok	4	2	grgNonlinear,grgNonlinear		1449	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/3. Landing Page Tests/West HSD and Choice Sale/West Landing Page Test Results - 2014.03.12.xlsx	ok	6	3	grgNonlinear,grgNonlinear,grgNonlinear		20	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/3. Landing Page Tests/West HSD and Choice Sale/West Landing Page Test Results - 2014.03.13.xlsx	ok	12	6	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		49	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/4. Regional Paid KPIs/Regional Paid KPIs.xlsx	ok	1	1	grgNonlinear		4028	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/Definitions.xlsx	ok	1	1	grgNonlinear		1662	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/Digital Media 4.6.5ß.xlsx	ok	48	37	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		21022	
Career/CNBCU/Projects/2. xfinity.com/1. Dashboard/Digital Media 5.0ß.xlsx	ok	46	36	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		21886	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/0. Scope and Source Documents/2014 DIGITAL SALES BUDGETv1 (version 1).xlsx	ok	0	0			1331	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/0. Scope and Source Documents/Comcast FTEs 2012-2014.xlsx	ok	0	0			1234	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/0. Scope and Source Documents/Comcast_2014_BudgetTemplate_MB_121913.xlsx	ok	0	0			151	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/RASCI Model.xlsx	ok	0	0			1329	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/Sterling Cooper Model (Autosaved).xlsx	ok	7	3	grgNonlinear,grgNonlinear,grgNonlinear		46	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/Sterling Cooper Model v.2.0.xlsx	ok	9	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		1492	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/Sterling Cooper Model v.2.1.xlsx	ok	9	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear		1713	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/Sterling Cooper Model.xlsx	ok	2	1	grgNonlinear		15	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/iQuanti Engagement/Project Timeline.xlsx	ok	0	0			1464	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/iQuanti Engagement/iQuanti-Comcast/Comcast Team - Dashboard related documents/2. IMPAQT - Division_Metrics (2) (Justin Purnell's conflicted copy 2014-10-09).xlsx	ok	0	0			1309	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/iQuanti Engagement/iQuanti-Comcast/Comcast Team - Dashboard related documents/2. IMPAQT - Division_Metrics (2).xlsx	ok	0	0			1269	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/iQuanti Engagement/iQuanti-Comcast/Comcast Team - Dashboard related documents/3. MEDIAVEST - MainDivisionData_5.10-5.16 (Justin Purnell's conflicted copy 2014-10-09).xlsx	ok	0	0			5	
Career/CNBCU/Projects/2. xfinity.com/2. Sterling Cooper/1. model/iQuanti Engagement/iQuanti-Comcast/Comcast Team - Dashboard related documents/3. MEDIAVEST - MainDivisionData_5.10-5.16.xlsx	ok	0	0			1195	
